entity_id,decisions,covered_decisions,coverage_rate
PRO002073,6,1,0.166666
PRO002074,8,1,0.125000
PRO002076,5,0,0.000000
PRO002077,1,0,0.000000
PRO002078,16,0,0.000000
PRO002079,4,0,0.000000
PRO002080,6,0,0.000000
PRO002081,3,0,0.000000
PRO002082,5,2,0.400000
PRO002084,17,1,0.058823
PRO002085,5,0,0.000000
PRO002087,20,0,0.000000
PRO002088,16,1,0.062500
PRO002089,18,1,0.055555
PRO002090,20,0,0.000000
PRO002091,2,0,0.000000
PRO002092,3,0,0.000000
PRO002093,5,0,0.000000
PRO002094,33,3,0.090909
PRO002095,2,0,0.000000
PRO002096,85,0,0.000000
PRO002097,2,0,0.000000
PRO002098,16,0,0.000000
PRO002099,11,0,0.000000
PRO002100,5,0,0.000000
PRO002101,36,0,0.000000
PRO002102,2,0,0.000000
PRO002103,7,0,0.000000
PRO002104,1,0,0.000000
PRO002105,4,0,0.000000
PRO002106,1,0,0.000000
PRO002107,11,0,0.000000
PRO002108,3,0,0.000000
PRO002110,4,0,0.000000
PRO002111,2,0,0.000000
PRO002112,67,2,0.029850
PRO002113,8,2,0.250000
PRO002116,29,0,0.000000
PRO002117,15,0,0.000000
PRO002118,10,0,0.000000
PRO002120,119,5,0.042016
PRO002121,2,0,0.000000
PRO002122,11,0,0.000000
PRO002123,1,0,0.000000
PRO002124,26,0,0.000000
PRO002125,6,0,0.000000
PRO002126,12,1,0.083333
PRO002128,13,0,0.000000
PRO002129,6,0,0.000000
PRO002130,3,0,0.000000
PRO002131,10,0,0.000000
PRO002132,2,0,0.000000
PRO002133,2,0,0.000000
PRO002134,6,0,0.000000
PRO002135,11,0,0.000000
PRO002136,1,0,0.000000
PRO002137,14,0,0.000000
PRO002138,4,0,0.000000
PRO002139,8,0,0.000000
PRO002140,6,0,0.000000
PRO002141,3,0,0.000000
PRO002142,27,0,0.000000
PRO002143,11,0,0.000000
PRO002144,8,0,0.000000
PRO002145,11,0,0.000000
PRO002146,6,3,0.500000
PRO002147,22,1,0.045454
PRO002148,5,0,0.000000
PRO002149,11,1,0.090909
PRO002150,11,1,0.090909
PRO002151,2,0,0.000000
PRO002152,4,0,0.000000
PRO002153,8,0,0.000000
PRO002154,2,0,0.000000
PRO002155,9,0,0.000000
PRO002156,4,0,0.000000
PRO002157,4,0,0.000000
PRO002158,44,2,0.045454
PRO002159,4,0,0.000000
PRO002160,3,0,0.000000
PRO002161,7,0,0.000000
PRO002163,2,0,0.000000
PRO002164,8,0,0.000000
PRO002165,11,0,0.000000
PRO002166,16,0,0.000000
PRO002167,17,0,0.000000
PRO002168,40,0,0.000000
PRO002169,18,5,0.277777
PRO002170,8,1,0.125000
PRO002171,1,0,0.000000
PRO002173,5,0,0.000000
PRO002174,3,0,0.000000
PRO002175,8,2,0.250000
PRO002177,4,0,0.000000
PRO002178,29,0,0.000000
PRO002179,4,0,0.000000
PRO002181,16,0,0.000000
PRO002182,2,0,0.000000
PRO002183,2,0,0.000000
PRO002186,2,0,0.000000
PRO002187,4,0,0.000000
PRO002188,15,0,0.000000
PRO002189,2,0,0.000000
PRO002190,3,0,0.000000
PRO002191,10,1,0.100000
PRO002192,1,0,0.000000
PRO002193,5,1,0.200000
PRO002194,5,0,0.000000
PRO002195,1,0,0.000000
PRO002196,11,0,0.000000
PRO002197,8,0,0.000000
PRO002198,3,0,0.000000
PRO002199,19,0,0.000000
PRO002200,18,0,0.000000
PRO002202,7,0,0.000000
PRO002203,40,5,0.125000
PRO002204,2,0,0.000000
PRO002205,16,1,0.062500
PRO002206,7,0,0.000000
PRO002207,3,0,0.000000
PRO002208,1,0,0.000000
PRO002209,2,0,0.000000
PRO002210,3,0,0.000000
PRO002211,6,0,0.000000
PRO002212,12,0,0.000000
PRO002213,6,0,0.000000
PRO002214,1,0,0.000000
PRO002215,2,0,0.000000
PRO002216,4,0,0.000000
PRO002217,5,1,0.200000
PRO002218,31,2,0.064516
PRO002219,10,0,0.000000
PRO002220,4,0,0.000000
PRO002222,10,0,0.000000
PRO002223,5,0,0.000000
PRO002224,10,1,0.100000
PRO002225,1,0,0.000000
PRO002226,3,0,0.000000
PRO002227,2,0,0.000000
PRO002228,3,0,0.000000
PRO002229,1,0,0.000000
PRO002230,6,0,0.000000
PRO002231,1,1,1.000000
PRO002232,14,0,0.000000
PRO002233,2,0,0.000000
PRO002234,8,0,0.000000
PRO002235,4,0,0.000000
PRO002236,28,0,0.000000
PRO002237,1,0,0.000000
PRO002238,22,0,0.000000
PRO002239,2,0,0.000000
PRO002240,12,2,0.166666
PRO002241,16,0,0.000000
PRO002242,1,0,0.000000
PRO002243,8,0,0.000000
PRO002244,11,0,0.000000
PRO002245,8,2,0.250000
PRO002246,2,0,0.000000
PRO002250,4,0,0.000000
PRO002251,3,0,0.000000
PRO002252,12,0,0.000000
PRO002254,15,0,0.000000
PRO002255,2,0,0.000000
PRO002256,1,1,1.000000
PRO002257,4,0,0.000000
PRO002258,3,0,0.000000
PRO002259,3,0,0.000000
PRO002260,2,0,0.000000
PRO002261,3,0,0.000000
PRO002262,6,1,0.166666
PRO002263,6,0,0.000000
PRO002264,1,0,0.000000
PRO002265,4,1,0.250000
PRO002267,34,1,0.029411
PRO002268,4,0,0.000000
PRO002270,5,0,0.000000
PRO002271,35,4,0.114285
PRO002272,4,0,0.000000
PRO002273,5,0,0.000000
PRO002274,11,0,0.000000
PRO002275,11,0,0.000000
PRO002276,3,0,0.000000
PRO002277,2,0,0.000000
PRO002278,3,1,0.333333
PRO002279,5,0,0.000000
PRO002280,2,0,0.000000
PRO002283,4,0,0.000000
PRO002284,6,0,0.000000
PRO002285,5,1,0.200000
PRO002289,21,1,0.047619
PRO002290,53,9,0.169811
PRO002291,26,0,0.000000
PRO002292,3,0,0.000000
PRO002293,2,0,0.000000
PRO002294,1,0,0.000000
PRO002295,2,0,0.000000
PRO002296,2,0,0.000000
PRO002297,1,0,0.000000
PRO002298,2,0,0.000000
PRO002299,9,0,0.000000
PRO002300,9,1,0.111111
PRO002301,14,0,0.000000
PRO002302,1,0,0.000000
PRO002303,3,0,0.000000
PRO002304,1,0,0.000000
PRO002305,1,0,0.000000
PRO002306,8,0,0.000000
PRO002307,12,0,0.000000
PRO002308,52,8,0.153846
PRO002309,3,0,0.000000
PRO002310,17,1,0.058823
PRO002311,1,1,1.000000
PRO002312,1,0,0.000000
PRO002313,3,0,0.000000
PRO002314,1,0,0.000000
PRO002315,6,0,0.000000
PRO002316,3,0,0.000000
PRO002318,9,1,0.111111
PRO002319,5,0,0.000000
PRO002320,2,0,0.000000
PRO002321,8,0,0.000000
PRO002322,4,0,0.000000
PRO002323,14,0,0.000000
PRO002324,3,0,0.000000
PRO002325,484,105,0.216942
PRO002326,3,0,0.000000
PRO002328,12,0,0.000000
PRO002329,1,0,0.000000
PRO002330,8,1,0.125000
PRO002331,1,0,0.000000
PRO002333,8,0,0.000000
PRO002335,14,0,0.000000
PRO002336,10,1,0.100000
PRO002337,5,0,0.000000
PRO002339,2,0,0.000000
PRO002340,1,0,0.000000
PRO002341,3,0,0.000000
PRO002342,4,0,0.000000
PRO002343,7,0,0.000000
PRO002344,1,1,1.000000
PRO002346,4,0,0.000000
PRO002347,3,0,0.000000
PRO002348,9,0,0.000000
PRO002349,1,0,0.000000
PRO002350,7,0,0.000000
PRO002351,2,0,0.000000
PRO002352,6,0,0.000000
PRO002354,55,0,0.000000
PRO002355,2,0,0.000000
PRO002356,14,0,0.000000
PRO002357,1,0,0.000000
PRO002358,5,0,0.000000
PRO002359,1,0,0.000000
PRO002360,4,0,0.000000
PRO002361,15,0,0.000000
PRO002363,25,0,0.000000
PRO002364,5,0,0.000000
PRO002365,2,1,0.500000
PRO002366,2,0,0.000000
PRO002367,32,4,0.125000
PRO002368,28,3,0.107142
PRO002369,3,0,0.000000
PRO002370,29,0,0.000000
PRO002371,42,0,0.000000
PRO002372,4,2,0.500000
PRO002374,4,0,0.000000
PRO002375,3,0,0.000000
PRO002376,2,0,0.000000
PRO002379,2,0,0.000000
PRO002380,3,1,0.333333
PRO002381,9,2,0.222222
PRO002382,2,0,0.000000
PRO002383,8,0,0.000000
PRO002384,3,0,0.000000
PRO002386,2,0,0.000000
PRO002387,3,0,0.000000
PRO002388,2,0,0.000000
PRO002389,2,0,0.000000
PRO002390,2,0,0.000000
PRO002391,5,1,0.200000
PRO002392,1,0,0.000000
PRO002393,2,0,0.000000
PRO002394,3,0,0.000000
PRO002396,3,1,0.333333
PRO002397,11,1,0.090909
PRO002398,1,0,0.000000
PRO002399,1,0,0.000000
PRO002400,23,2,0.086956
PRO002401,1,0,0.000000
PRO002402,201,20,0.099502
PRO002403,30,0,0.000000
PRO002404,4,0,0.000000
PRO002406,5,0,0.000000
PRO002408,4,0,0.000000
PRO002409,4,0,0.000000
PRO002410,1,0,0.000000
PRO002411,1,0,0.000000
PRO002412,6,0,0.000000
PRO002413,6,1,0.166666
PRO002414,1,0,0.000000
PRO002415,1,0,0.000000
PRO002417,7,0,0.000000
PRO002418,1,0,0.000000
PRO002419,3,1,0.333333
PRO002420,8,0,0.000000
PRO002421,7,1,0.142857
PRO002422,46,5,0.108695
PRO002423,4,0,0.000000
PRO002424,7,1,0.142857
PRO002425,2,1,0.500000
PRO002426,2,1,0.500000
PRO002427,36,0,0.000000
PRO002428,2,0,0.000000
PRO002429,6,0,0.000000
PRO002431,4,0,0.000000
PRO002432,9,0,0.000000
PRO002433,3,0,0.000000
PRO002436,7,0,0.000000
PRO002437,2,0,0.000000
PRO002438,1,1,1.000000
PRO002439,9,0,0.000000
PRO002440,11,1,0.090909
PRO002441,15,1,0.066666
PRO002442,26,3,0.115384
PRO002443,5,0,0.000000
PRO002445,30,0,0.000000
PRO002446,10,0,0.000000
PRO002447,24,3,0.125000
PRO002448,6,0,0.000000
PRO002449,6,0,0.000000
PRO002450,12,0,0.000000
PRO002451,5,0,0.000000
PRO002452,11,3,0.272727
PRO002453,3,0,0.000000
PRO002454,9,0,0.000000
PRO002455,38,1,0.026315
PRO002456,3,0,0.000000
PRO002457,3,0,0.000000
PRO002458,2,0,0.000000
PRO002459,4,0,0.000000
PRO002460,5,0,0.000000
PRO002461,44,6,0.136363
PRO002462,3,0,0.000000
PRO002463,32,2,0.062500
PRO002464,6,0,0.000000
PRO002465,9,0,0.000000
PRO002466,4,1,0.250000
PRO002467,4,0,0.000000
PRO002468,36,2,0.055555
PRO002469,11,1,0.090909
PRO002471,5,0,0.000000
PRO002472,15,0,0.000000
PRO002473,9,0,0.000000
PRO002475,6,0,0.000000
PRO002476,3,0,0.000000
PRO002477,10,0,0.000000
PRO002479,18,0,0.000000
PRO002480,7,0,0.000000
PRO002481,4,0,0.000000
PRO002482,6,0,0.000000
PRO002483,2,0,0.000000
PRO002485,11,2,0.181818
PRO002486,4,0,0.000000
PRO002487,5,0,0.000000
PRO002488,12,2,0.166666
PRO002489,1,0,0.000000
PRO002490,1,0,0.000000
PRO002491,1,0,0.000000
PRO002493,13,1,0.076923
PRO002494,6,2,0.333333
PRO002495,145,26,0.179310
PRO002496,1,0,0.000000
PRO002497,108,24,0.222222
PRO002498,22,2,0.090909
PRO002499,7,1,0.142857
PRO002500,13,2,0.153846
PRO002501,7,0,0.000000
PRO002503,4,0,0.000000
PRO002504,9,0,0.000000
PRO002506,9,0,0.000000
PRO002507,2,0,0.000000
PRO002508,2,0,0.000000
PRO002509,2,0,0.000000
PRO002511,5,0,0.000000
PRO002513,3,0,0.000000
PRO002514,2,1,0.500000
PRO002515,4,0,0.000000
PRO002516,2,0,0.000000
PRO002517,14,1,0.071428
PRO002518,7,0,0.000000
PRO002519,20,6,0.300000
PRO002520,2,0,0.000000
PRO002521,103,29,0.281553
PRO002522,27,2,0.074074
PRO002525,10,0,0.000000
PRO002526,11,0,0.000000
PRO002528,6,0,0.000000
PRO002530,14,4,0.285714
PRO002531,2,0,0.000000
PRO002532,3,0,0.000000
PRO002533,5,0,0.000000
PRO002535,4,0,0.000000
PRO002536,2,0,0.000000
PRO002537,3,0,0.000000
PRO002539,31,1,0.032258
PRO002540,7,0,0.000000
PRO002541,1,0,0.000000
PRO002542,2,0,0.000000
PRO002543,1,0,0.000000
PRO002545,1,0,0.000000
PRO002546,2,0,0.000000
PRO002547,36,0,0.000000
PRO002550,1,0,0.000000
PRO002551,13,0,0.000000
PRO002553,1,0,0.000000
PRO002554,12,0,0.000000
PRO002555,2,0,0.000000
PRO002556,5,0,0.000000
PRO002559,2,1,0.500000
PRO002560,669,317,0.473841
PRO002561,7,0,0.000000
PRO002562,4,0,0.000000
PRO002563,3,0,0.000000
PRO002564,12,1,0.083333
PRO002565,1,0,0.000000
PRO002566,2,0,0.000000
PRO002568,4,0,0.000000
PRO002569,2,0,0.000000
PRO002571,5,0,0.000000
PRO002572,7,0,0.000000
PRO002573,3,0,0.000000
PRO002574,8,1,0.125000
PRO002575,2,0,0.000000
PRO002577,1,0,0.000000
PRO002579,670,216,0.322388
PRO002580,17,1,0.058823
PRO002581,3,0,0.000000
PRO002583,9,0,0.000000
PRO002584,5,1,0.200000
PRO002586,4,0,0.000000
PRO002587,13,2,0.153846
PRO002589,50,0,0.000000
PRO002590,6,1,0.166666
PRO002591,3,0,0.000000
PRO002592,6,1,0.166666
PRO002593,2,0,0.000000
PRO002594,26,0,0.000000
PRO002595,11,0,0.000000
PRO002596,6,0,0.000000
PRO002597,8,1,0.125000
PRO002598,1,0,0.000000
PRO002599,1,0,0.000000
PRO002600,1,0,0.000000
PRO002602,1,0,0.000000
PRO002603,3,0,0.000000
PRO002605,6,0,0.000000
PRO002606,2,0,0.000000
PRO002607,5,0,0.000000
PRO002608,4,0,0.000000
PRO002609,15,0,0.000000
PRO002610,5,0,0.000000
PRO002611,2,0,0.000000
PRO002612,2,0,0.000000
PRO002613,1,0,0.000000
PRO002616,9,0,0.000000
PRO002617,1,0,0.000000
PRO002618,2,0,0.000000
PRO002619,3,0,0.000000
PRO002620,6,0,0.000000
PRO002621,23,0,0.000000
PRO002622,5,3,0.600000
PRO002623,40,2,0.050000
PRO002624,6,0,0.000000
PRO002625,2,0,0.000000
PRO002626,1,0,0.000000
PRO002627,3,0,0.000000
PRO002628,22,0,0.000000
PRO002629,8,0,0.000000
PRO002630,3,0,0.000000
PRO002631,23,1,0.043478
PRO002632,2,0,0.000000
PRO002633,2,0,0.000000
PRO002634,6,0,0.000000
PRO002635,11,0,0.000000
PRO002636,4,0,0.000000
PRO002637,11,0,0.000000
PRO002638,3,0,0.000000
PRO002639,10,0,0.000000
PRO002640,78,19,0.243589
PRO002642,2,0,0.000000
PRO002643,27,0,0.000000
PRO002644,46,10,0.217391
PRO002646,1,0,0.000000
PRO002647,10,0,0.000000
PRO002648,1,0,0.000000
PRO002649,12,0,0.000000
PRO002650,3,0,0.000000
PRO002653,4,0,0.000000
PRO002654,5,0,0.000000
PRO002655,40,0,0.000000
PRO002656,4,0,0.000000
PRO002657,4,0,0.000000
PRO002658,33,0,0.000000
PRO002659,56,3,0.053571
PRO002660,7,0,0.000000
PRO002661,11,1,0.090909
PRO002662,6,0,0.000000
PRO002664,4,0,0.000000
PRO002665,6,0,0.000000
PRO002666,2,0,0.000000
PRO002667,19,1,0.052631
PRO002668,1,0,0.000000
PRO002669,1,0,0.000000
PRO002671,8,0,0.000000
PRO002672,19,0,0.000000
PRO002673,5,0,0.000000
PRO002675,6,0,0.000000
PRO002676,1,1,1.000000
PRO002677,4,0,0.000000
PRO002678,1,0,0.000000
PRO002679,19,0,0.000000
PRO002680,17,3,0.176470
PRO002681,4,0,0.000000
PRO002682,8,0,0.000000
PRO002683,6,0,0.000000
PRO002685,17,0,0.000000
PRO002686,2,0,0.000000
PRO002688,8,0,0.000000
PRO002689,6,0,0.000000
PRO002690,4,0,0.000000
PRO002691,1,0,0.000000
PRO002692,6,0,0.000000
PRO002693,39,0,0.000000
PRO002694,12,0,0.000000
PRO002695,1,0,0.000000
PRO002696,15,2,0.133333
PRO002698,1,0,0.000000
PRO002699,5,0,0.000000
PRO002700,2,0,0.000000
PRO002701,9,0,0.000000
PRO002702,8,0,0.000000
PRO002703,3,0,0.000000
PRO002704,135,10,0.074074
PRO002706,10,1,0.100000
PRO002707,1,0,0.000000
PRO002708,6,0,0.000000
PRO002710,8,0,0.000000
PRO002711,7,0,0.000000
PRO002712,40,0,0.000000
PRO002713,3,0,0.000000
PRO002714,1,0,0.000000
PRO002715,3,0,0.000000
PRO002716,1,1,1.000000
PRO002717,6,0,0.000000
PRO002718,4,0,0.000000
PRO002719,1,1,1.000000
PRO002722,10,1,0.100000
PRO002723,2,0,0.000000
PRO002724,4,0,0.000000
PRO002725,3,0,0.000000
PRO002726,1,0,0.000000
PRO002728,12,1,0.083333
PRO002730,9,0,0.000000
PRO002731,143,25,0.174825
PRO002732,5,0,0.000000
PRO002733,7,0,0.000000
PRO002734,5,0,0.000000
PRO002735,1,0,0.000000
PRO002736,17,1,0.058823
PRO002737,4,0,0.000000
PRO002738,25,0,0.000000
PRO002739,6,0,0.000000
PRO002740,3,0,0.000000
PRO002742,5,2,0.400000
PRO002743,19,4,0.210526
PRO002744,1,0,0.000000
PRO002745,2,0,0.000000
PRO002746,22,0,0.000000
PRO002747,1,0,0.000000
PRO002748,4,2,0.500000
PRO002750,7,0,0.000000
PRO002751,2,0,0.000000
PRO002752,4,0,0.000000
PRO002754,2,0,0.000000
PRO002755,1,0,0.000000
PRO002756,1,0,0.000000
PRO002757,1,0,0.000000
PRO002758,26,0,0.000000
PRO002759,12,0,0.000000
PRO002760,9,0,0.000000
PRO002761,9,0,0.000000
PRO002762,15,0,0.000000
PRO002763,1,0,0.000000
PRO002764,3,0,0.000000
PRO002765,4,1,0.250000
PRO002766,1,0,0.000000
PRO002767,1,0,0.000000
PRO002768,4,0,0.000000
PRO002769,13,0,0.000000
PRO002770,2,0,0.000000
PRO002771,1,0,0.000000
PRO002772,6,0,0.000000
PRO002774,7,0,0.000000
PRO002775,1,0,0.000000
PRO002776,1,0,0.000000
PRO002777,2,0,0.000000
PRO002778,5,0,0.000000
PRO002779,13,1,0.076923
PRO002780,3,0,0.000000
PRO002784,8,0,0.000000
PRO002785,16,1,0.062500
PRO002786,1,0,0.000000
PRO002787,76,2,0.026315
PRO002788,1,0,0.000000
PRO002789,2,0,0.000000
PRO002790,4,0,0.000000
PRO002791,8,0,0.000000
PRO002792,10,0,0.000000
PRO002793,7,0,0.000000
PRO002794,2,0,0.000000
PRO002795,12,0,0.000000
PRO002797,1,0,0.000000
PRO002798,6,0,0.000000
PRO002800,3,0,0.000000
PRO002801,5,0,0.000000
PRO002803,14,2,0.142857
PRO002804,2,0,0.000000
PRO002805,2,0,0.000000
PRO002806,35,1,0.028571
PRO002807,8,0,0.000000
PRO002808,9,0,0.000000
PRO002809,1,0,0.000000
PRO002810,3,0,0.000000
PRO002811,15,0,0.000000
PRO002812,6,0,0.000000
PRO002813,199,14,0.070351
PRO002814,2,1,0.500000
PRO002815,7,0,0.000000
PRO002816,8,0,0.000000
PRO002817,12,0,0.000000
PRO002818,32,0,0.000000
PRO002819,11,0,0.000000
PRO002820,15,0,0.000000
PRO002821,6,0,0.000000
PRO002822,1,0,0.000000
PRO002823,54,6,0.111111
PRO002824,16,0,0.000000
PRO002825,6,0,0.000000
PRO002826,4,0,0.000000
PRO002827,25,0,0.000000
PRO002828,72,7,0.097222
PRO002829,182,17,0.093406
PRO002830,2,0,0.000000
PRO002831,5,0,0.000000
PRO002832,100,1,0.010000
PRO002834,26,1,0.038461
PRO002835,3,1,0.333333
PRO002836,15,0,0.000000
PRO002837,12,1,0.083333
PRO002838,1,0,0.000000
PRO002839,10,1,0.100000
PRO002840,8,0,0.000000
PRO002842,7,0,0.000000
PRO002843,7,0,0.000000
PRO002844,17,0,0.000000
PRO002845,4,0,0.000000
PRO002846,13,0,0.000000
PRO002847,2,0,0.000000
PRO002849,2,0,0.000000
PRO002850,18,0,0.000000
PRO002851,77,2,0.025974
PRO002852,3,0,0.000000
PRO002854,4,0,0.000000
PRO002855,4,0,0.000000
PRO002856,70,2,0.028571
PRO002857,14,0,0.000000
PRO002859,7,0,0.000000
PRO002860,59,7,0.118644
PRO002861,5,1,0.200000
PRO002862,5,0,0.000000
PRO002863,47,3,0.063829
PRO002864,9,0,0.000000
PRO002865,3,0,0.000000
PRO002866,15,3,0.200000
PRO002867,1,1,1.000000
PRO002868,6,0,0.000000
PRO002869,15,1,0.066666
PRO002870,8,0,0.000000
PRO002871,4,0,0.000000
PRO002872,10,0,0.000000
PRO002873,7,0,0.000000
PRO002874,17,1,0.058823
PRO002875,22,0,0.000000
PRO002876,3,0,0.000000
PRO002877,25,0,0.000000
PRO002878,4,0,0.000000
PRO002879,26,1,0.038461
PRO002880,5,0,0.000000
PRO002882,1,0,0.000000
PRO002883,4,0,0.000000
PRO002884,3,0,0.000000
PRO002885,35,6,0.171428
PRO002886,5,0,0.000000
PRO002887,3,0,0.000000
PRO002889,7,0,0.000000
PRO002890,15,1,0.066666
PRO002891,12,0,0.000000
PRO002892,18,2,0.111111
PRO002893,10,2,0.200000
PRO002894,2,0,0.000000
PRO002895,7,0,0.000000
PRO002896,17,0,0.000000
PRO002897,3,0,0.000000
PRO002898,2,0,0.000000
PRO002899,9,0,0.000000
PRO002900,6,0,0.000000
PRO002901,20,0,0.000000
PRO002902,4,0,0.000000
PRO002903,7,2,0.285714
PRO002904,5,0,0.000000
PRO002905,29,0,0.000000
PRO002906,3,0,0.000000
PRO002907,133,19,0.142857
PRO002908,16,2,0.125000
PRO002909,3,0,0.000000
PRO002910,4,0,0.000000
PRO002911,8,1,0.125000
PRO002912,7,0,0.000000
PRO002913,181,23,0.127071
PRO002914,1,0,0.000000
PRO002915,13,0,0.000000
PRO002917,3,0,0.000000
PRO002918,40,3,0.075000
PRO002919,3,0,0.000000
PRO002920,2,0,0.000000
PRO002921,24,0,0.000000
PRO002922,3,0,0.000000
PRO002923,35,8,0.228571
PRO002924,5,0,0.000000
PRO002925,8,0,0.000000
PRO002926,7,0,0.000000
PRO002927,3,0,0.000000
PRO002928,3,0,0.000000
PRO002929,13,0,0.000000
PRO002930,11,0,0.000000
PRO002931,1,0,0.000000
PRO002932,6,0,0.000000
PRO002933,1,0,0.000000
PRO002936,5,0,0.000000
PRO002937,5,0,0.000000
PRO002938,11,1,0.090909
PRO002939,7,0,0.000000
PRO002940,46,2,0.043478
PRO002941,30,1,0.033333
PRO002942,40,2,0.050000
PRO002943,2,0,0.000000
PRO002944,10,0,0.000000
PRO002945,16,0,0.000000
PRO002946,5,0,0.000000
PRO002947,5,0,0.000000
PRO002948,39,3,0.076923
PRO002949,1,0,0.000000
PRO002950,3,0,0.000000
PRO002951,3,0,0.000000
PRO002952,12,1,0.083333
PRO002953,32,0,0.000000
PRO002954,7,0,0.000000
PRO002955,2,1,0.500000
PRO002956,5,0,0.000000
PRO002957,39,1,0.025641
PRO002958,16,0,0.000000
PRO002959,6,0,0.000000
PRO002961,3,0,0.000000
PRO002962,73,7,0.095890
PRO002963,15,0,0.000000
PRO002964,76,2,0.026315
PRO002965,7,2,0.285714
PRO002966,3,0,0.000000
PRO002967,9,0,0.000000
PRO002968,2,0,0.000000
PRO002969,50,4,0.080000
PRO002970,18,0,0.000000
PRO002971,9,0,0.000000
PRO002972,6,0,0.000000
PRO002973,7,1,0.142857
PRO002974,8,1,0.125000
PRO002975,12,0,0.000000
PRO002976,2,0,0.000000
PRO002977,1,0,0.000000
PRO002978,15,0,0.000000
PRO002979,8,0,0.000000
PRO002980,2,0,0.000000
PRO002982,48,3,0.062500
PRO002983,17,0,0.000000
PRO002984,18,0,0.000000
PRO002985,3,0,0.000000
PRO002986,6,0,0.000000
PRO002987,3,2,0.666666
PRO002988,15,0,0.000000
PRO002989,31,2,0.064516
PRO002990,2,0,0.000000
PRO002991,9,0,0.000000
PRO002992,2,0,0.000000
PRO002993,2,0,0.000000
PRO002994,5,0,0.000000
PRO002995,8,0,0.000000
PRO002996,13,1,0.076923
PRO002997,5,0,0.000000
PRO002998,81,11,0.135802
PRO002999,15,0,0.000000
